label,pred,exec_time_ms,pred_0,pred_1,pred_2,pred_3,pred_4
0,0,1.6863346099853516,1.0,3.0592318e-08,9.684065e-14,1.3118504e-15,1.2981036e-26
0,0,0.8168220520019531,1.0,2.4111683e-12,3.080142e-18,6.6893695e-09,1.8887287e-27
1,0,5.094051361083984,0.45846453,0.45706403,0.05347716,0.030994292,7.5050984e-17
0,0,0.7691383361816406,1.0,3.4412405e-08,1.7896549e-13,9.782302e-15,1.2276525e-17
2,2,0.6761550903320312,8.568401e-26,1.4652679e-38,1.0,4.878448e-31,7.6366266e-36
2,2,0.6725788116455078,1.26368625e-20,9.265531e-19,1.0,4.1132983e-33,4.1251674e-30
0,0,0.6730556488037109,1.0,4.626237e-08,3.826717e-14,3.1733951e-12,2.0544828e-30
0,0,0.6701946258544922,0.9999993,7.0467576e-07,3.4907003e-15,1.2302456e-11,4.0766156e-26
0,0,0.6701946258544922,1.0,3.7215973e-09,3.382841e-11,3.2715403e-11,9.889883e-21
0,4,0.6709098815917969,0.00024704888,4.456535e-15,2.708412e-12,0.005786563,0.99396634
0,1,0.6690025329589844,0.14330825,0.8566917,1.7986211e-11,1.2857487e-13,2.7775896e-25
0,0,0.6670951843261719,1.0,3.5501667e-15,1.7772234e-19,7.553968e-09,2.0294761e-25
0,0,0.6694793701171875,0.7136217,0.000111095585,1.5279852e-08,0.2862672,2.1824046e-35
0,0,0.6761550903320312,0.9999999,1.5704396e-10,2.414159e-16,6.5046684e-08,5.374506e-16
0,0,0.8332729339599609,0.9999846,1.5626849e-11,4.643476e-19,1.5429468e-05,3.733095e-30
3,3,0.7684230804443359,3.3936627e-09,8.215794e-26,4.211319e-28,1.0,3.6289837e-36
0,0,0.9810924530029297,0.9999982,1.3174777e-07,9.18125e-11,1.6555357e-06,2.7966245e-24
0,1,0.6854534149169922,0.04422885,0.9557711,1.5366947e-19,6.237332e-12,3.781e-42
2,2,0.6709098815917969,6.598825e-09,1.34143605e-20,1.0,3.642294e-12,5.684876e-13
1,0,0.6694793701171875,0.98667103,1.4987021e-08,0.013328915,2.8259644e-09,1.6014464e-14
0,0,0.6690025329589844,1.0,2.7259947e-17,3.0828375e-08,1.4718491e-17,3.0321625e-22
0,0,0.6706714630126953,0.9986248,0.0012005923,0.0001733559,1.2526395e-06,5.272505e-18
0,0,0.6690025329589844,1.0,7.8841837e-28,1.4924577e-09,1.0207318e-14,2.4394171e-09
2,0,0.6699562072753906,0.9999778,0.0,2.214112e-05,1.225675e-08,1.2597704e-33
0,0,0.6692409515380859,1.0,1.7779171e-09,3.5016587e-19,1.4723185e-20,7.861254e-24
0,0,0.6685256958007812,0.99781656,5.695679e-23,0.0021834394,1.0728146e-23,1.0779139e-22
0,0,0.6716251373291016,0.999984,1.5961063e-05,2.8985604e-11,6.1647136e-18,3.4952862e-36
0,0,0.7112026214599609,0.9999294,7.0518254e-05,6.729062e-10,3.9838858e-11,1.5794832e-23
0,1,0.6728172302246094,0.46006158,0.53939956,0.00053369295,5.1708944e-06,6.0834906e-17
0,0,0.6699562072753906,0.99999666,3.333309e-06,1.2180101e-19,1.8095523e-22,1.9444244e-32
0,0,0.6692409515380859,1.0,7.994048e-15,1.1933246e-14,1.2679491e-10,3.4016876e-34
0,0,0.6699562072753906,0.99826705,0.0017328827,1.5254127e-12,1.4374581e-11,4.9019064e-29
0,0,0.6711483001708984,0.99999785,2.202845e-06,3.322962e-16,8.1880586e-10,6.2701613e-22
0,0,0.6697177886962891,0.96320987,0.03678993,4.776822e-11,2.5071486e-07,1.405815e-23
0,0,0.6766319274902344,1.0,1.4546407e-09,3.4224665e-16,1.8595921e-31,1.3873446e-32
0,0,0.7979869842529297,0.9999999,9.70532e-08,2.377328e-17,2.4631723e-17,1.1155998e-26
0,0,0.7367134094238281,0.99999964,3.351915e-07,5.1386255e-18,3.13308e-16,2.8128728e-22
0,0,0.6737709045410156,0.9998073,1.07620274e-07,7.1048303e-16,0.00019260157,4.0052626e-23
0,0,0.6704330444335938,1.0,2.2602697e-13,1.231246e-08,1.2209591e-11,1.0363478e-13
0,0,2.1610260009765625,1.0,5.872067e-11,1.1052064e-09,4.6612088e-14,1.7466668e-14
0,3,0.9100437164306641,0.07800208,1.3611876e-07,1.5858791e-09,0.92199546,2.349893e-06
0,0,0.9870529174804688,0.99998045,1.9545521e-05,2.7100599e-15,1.4272875e-18,0.0
2,1,0.9031295776367188,1.6066945e-10,0.93294555,0.06705386,6.103596e-07,7.483024e-32
0,0,0.8742809295654297,0.99999976,2.3904803e-07,2.7752342e-14,7.872044e-12,2.4490597e-26
0,0,0.7543563842773438,1.0,2.7406253e-08,4.1955957e-17,1.1017687e-14,3.1758386e-21
0,1,0.7266998291015625,7.751415e-05,0.9999225,8.853132e-12,7.322794e-12,6.8487537e-16
0,0,0.8301734924316406,1.0,1.3604858e-16,5.362384e-16,1.644604e-11,1.367223e-39
0,3,0.865936279296875,2.8376417e-06,6.0872387e-09,2.4211502e-10,0.99999714,7.518327e-09
0,0,1.0290145874023438,1.0,8.961397e-12,6.503247e-18,1.5857209e-14,1.1492e-41
0,0,0.9872913360595703,1.0,2.197937e-12,6.1415887e-21,1.8400218e-19,3.1036443e-28
0,0,0.8881092071533203,0.9999999,1.326393e-07,3.5197763e-20,2.6884822e-20,7.665411e-34
0,1,0.8478164672851562,0.0001258038,0.99987423,2.148605e-18,4.1200098e-15,3.28188e-36
0,0,0.8399486541748047,0.99999917,2.2761715e-09,5.6591337e-17,8.118816e-07,9.626667e-15
0,0,0.8447170257568359,0.9991856,0.00081439427,1.785395e-14,3.5811236e-11,9.950095e-38
0,0,0.957489013671875,1.0,2.5221619e-25,2.271097e-15,2.213985e-19,3.21064e-36
0,3,1.146554946899414,0.24873586,5.468327e-14,0.00221484,0.74904925,2.6103443e-14
0,0,1.2288093566894531,1.0,1.8139e-09,1.923675e-12,5.4271393e-11,3.275361e-15
0,0,0.9171962738037109,1.0,1.3297258e-12,6.886047e-22,1.27492936e-20,9.380401e-34
0,0,0.84686279296875,1.0,1.7551285e-15,8.938936e-11,3.894445e-10,2.0212805e-38
0,0,0.6849765777587891,0.9999999,1.3129889e-27,9.090216e-08,2.1606078e-15,1.3619453e-30
0,0,0.6706714630126953,0.99910873,5.3733957e-12,1.0959218e-15,0.0008912877,2.3607323e-37
0,0,0.6704330444335938,0.9986829,0.0007931716,1.2665624e-09,0.00052384584,2.6052566e-26
2,2,0.6697177886962891,1.9994921e-32,0.0,1.0,4.0273232e-28,0.0
0,0,0.7078647613525391,0.9999999,6.1996575e-10,7.1626787e-14,6.8968994e-08,1.13461545e-36
0,0,0.7693767547607422,0.998936,5.496736e-12,2.111023e-16,0.0010640267,2.9235412e-15
0,0,0.7081031799316406,1.0,1.4185502e-09,6.5115197e-16,1.1448467e-12,1.9900938e-17
0,0,0.7631778717041016,0.99999976,1.7652644e-18,2.749952e-07,5.710516e-15,3.5331982e-29
0,0,0.6701946258544922,0.9987863,0.0012136901,8.63844e-15,1.5191837e-08,6.90307e-32
1,1,0.6697177886962891,8.572165e-06,0.9999914,1.09222666e-10,1.2525347e-15,1.3485314e-26
0,0,0.6692409515380859,0.99999964,2.228665e-15,2.852831e-17,3.571874e-07,5.800415e-17
0,0,0.6694793701171875,1.0,4.6840445e-13,1.0172283e-24,3.92131e-28,4.075327e-34
0,0,0.6687641143798828,1.0,4.793073e-10,1.1177102e-08,3.053791e-09,6.07596e-40
0,0,0.6692409515380859,0.9999927,7.254832e-06,8.419095e-09,4.6865845e-09,2.5068404e-35
0,2,0.6682872772216797,0.25183702,1.1741968e-17,0.74641395,3.4944828e-13,0.0017490372
0,0,0.6685256958007812,1.0,2.8235745e-12,4.6378647e-19,2.8468655e-12,5.0220998e-33
0,0,0.6697177886962891,1.0,3.0661804e-10,3.604029e-20,1.8749178e-19,6.319094e-20
0,0,0.6690025329589844,0.9999902,7.724477e-06,2.3581956e-11,2.1006108e-06,4.761039e-20
1,0,0.6694793701171875,0.9997693,4.4310235e-07,0.00023024151,6.6641827e-12,1.0941131e-24
0,0,0.667572021484375,1.0,9.992958e-10,6.144846e-21,5.606738e-14,1.4911715e-24
0,0,0.6709098815917969,1.0,4.245806e-09,2.2857816e-11,3.7435882e-17,2.9956214e-17
0,0,0.7054805755615234,0.99926513,0.00013772759,3.0782697e-08,0.0005971851,1.7465109e-34
0,0,0.6694793701171875,1.0,1.3348144e-14,4.506964e-21,8.923003e-16,6.939713e-36
1,0,0.6694793701171875,0.9997173,2.5039148e-12,1.644598e-06,0.00028101206,2.2474841e-20
0,0,0.6682872772216797,1.0,9.068393e-13,1.1299601e-20,5.6984565e-17,4.0262666e-26
0,0,0.6802082061767578,0.99999845,1.5828572e-06,5.925394e-20,8.3537495e-21,1.6980965e-32
0,0,0.7793903350830078,0.9999988,1.1806429e-06,4.0245943e-08,6.1562222e-12,7.2164795e-14
0,0,0.7185935974121094,1.0,1.2543375e-09,8.041302e-15,1.4292409e-15,9.889634e-18
0,0,0.6754398345947266,1.0,6.996397e-25,3.930915e-18,1.17287144e-14,1.4151267e-27
0,0,0.6692409515380859,0.9996697,1.703156e-05,5.408635e-09,0.00031332992,2.4091176e-34
0,0,0.6694793701171875,0.64767945,0.35231996,2.1385803e-12,6.200047e-07,3.0872235e-20
0,0,0.6685256958007812,0.8500704,1.7061603e-16,0.14985828,7.12559e-05,9.084631e-12
0,0,0.6690025329589844,1.0,5.7265932e-08,4.6533663e-21,7.728591e-21,2.45286e-40
0,0,0.6694793701171875,0.9979584,3.236683e-06,9.567309e-14,0.0020382914,1.5604572e-28
0,0,0.7166862487792969,1.0,3.0341524e-11,5.5578133e-18,4.6558724e-20,1.9912214e-36
0,1,0.6699562072753906,2.5834934e-06,0.9999974,5.054087e-10,1.19108e-13,1.1233139e-18
0,0,0.6685256958007812,1.0,3.8886084e-15,1.2067277e-22,1.5522682e-21,4.649953e-16
1,1,0.6699562072753906,3.4202172e-11,1.0,2.2554407e-18,1.3594028e-37,5.2273e-41
0,0,0.6723403930664062,1.0,5.811788e-14,3.1501437e-18,4.8326995e-15,1.0252351e-29
0,0,0.6740093231201172,0.99999595,1.5079527e-08,4.0726336e-06,8.139543e-09,3.941669e-16
0,0,0.6701946258544922,0.999998,2.0348018e-06,1.8521e-14,9.494819e-14,6.281283e-18
2,2,0.6694793701171875,7.95256e-23,8.767604e-28,1.0,1.8926337e-24,3.84e-43
