label,pred,exec_time_ms,pred_0,pred_1,pred_2,pred_3,pred_4
0,0,1.5652179718017578,1.0,2.7720543e-11,2.6691046e-30,1.5594037e-19,3.4e-44
0,0,0.7269382476806641,0.9999945,5.446712e-06,9.383572e-19,7.066239e-15,0.0
1,1,0.6711483001708984,1.1072673e-06,0.9999989,5.933591e-14,1.5743704e-17,1.9860066e-22
0,0,0.6685256958007812,1.0,1.4908197e-08,1.666864e-31,1.873975e-14,1.5082725e-30
2,2,0.6682872772216797,8.939903e-31,3.3447537e-24,1.0,6.413371e-19,6.216747e-39
2,2,0.667572021484375,1.1946582e-23,1.0365118e-17,1.0,4.1831904e-34,0.0
0,0,0.6678104400634766,1.0,4.276422e-09,2.1722916e-17,2.0281207e-11,6.5330605e-25
0,0,0.6682872772216797,0.9999993,7.2456453e-07,1.5469013e-19,6.687077e-14,2.0460922e-27
0,0,0.6697177886962891,0.99997294,2.7026046e-05,2.1081033e-22,1.2892886e-12,8.164051e-34
0,0,0.6711483001708984,0.9999999,7.2329634e-08,2.641746e-21,1.6751567e-16,5.4196395e-22
0,0,0.7112026214599609,0.99897563,0.0010243547,1.0962454e-20,3.7793626e-18,2.277309e-32
0,0,0.8115768432617188,1.0,3.6695313e-23,7.7831676e-16,5.3502264e-16,5.8862363e-16
0,0,0.7419586181640625,1.0,4.6871656e-12,3.3573775e-20,3.493408e-22,3e-45
0,0,0.7719993591308594,1.0,9.116005e-11,2.3087543e-15,2.3198581e-17,2.6015511e-23
0,0,0.7681846618652344,1.0,1.867391e-15,3.6853967e-31,2.7774749e-14,5.9222866e-34
3,3,0.8025169372558594,2.569976e-09,1.630749e-17,2.0138964e-34,1.0,0.0
0,0,0.7345676422119141,1.0,1.3197405e-08,7.645897e-21,3.1927209e-15,2.15189e-29
0,0,0.6754398345947266,0.999984,1.596385e-05,7.8496105e-27,2.719011e-19,9.465494e-38
2,2,0.6704330444335938,1.4676778e-13,1.2588684e-15,1.0,5.1506378e-18,3.78125e-39
1,1,0.6699562072753906,2.0481936e-09,1.0,7.3670436e-16,4.171901e-22,2.3108688e-30
0,0,0.6687641143798828,1.0,2.4043174e-15,3.302527e-13,1.745008e-11,1.984545e-24
0,0,0.6685256958007812,0.9999231,7.683481e-05,2.3308032e-13,2.2479025e-14,2.0730277e-24
0,0,0.6673336029052734,1.0,3.4061746e-15,3.3233326e-26,2.325646e-23,1e-45
2,2,0.7190704345703125,6.249311e-13,2.8904044e-29,0.9107797,0.089220285,6.4132516e-37
0,0,0.6709098815917969,1.0,7.075821e-24,7.9703565e-23,4.484679e-24,1.6775438e-14
0,0,0.6682872772216797,0.99872786,1.9719766e-15,0.0011332389,0.00013892037,9.053e-41
0,0,0.6682872772216797,1.0,2.489785e-13,3.6397168e-20,7.8587e-18,4.0294195e-32
0,0,0.6687641143798828,0.97595197,0.024048,3.760765e-16,3.2187043e-16,7.3289975e-25
0,0,0.6678104400634766,1.0,1.6406464e-08,2.4457433e-21,7.857285e-12,1.335459e-32
0,0,0.6797313690185547,1.0,4.992798e-18,0.0,2.2123344e-38,0.0
0,0,0.6780624389648438,1.0,7.7984963e-10,2.7909875e-12,1.1866003e-09,4.0430285e-18
0,0,0.6682872772216797,0.99999976,1.8757568e-07,2.0608745e-20,4.7436886e-17,4.982777e-30
0,0,0.6721019744873047,0.9999933,6.7346477e-06,1.1943434e-18,9.3775465e-12,4.292257e-19
0,0,0.6685256958007812,1.0,2.2772796e-10,8.3603436e-33,3.0539198e-20,1e-45
0,0,0.6687641143798828,1.0,8.75732e-18,0.0,0.0,0.0
0,0,0.6680488586425781,0.9999989,1.0978661e-06,2.7261e-29,1.5366641e-23,1.54716e-40
0,0,0.6678104400634766,0.9999999,6.1205434e-08,1.1318414e-19,6.978512e-17,2.09245e-40
0,0,0.7154941558837891,1.0,1.0221331e-13,1.2486359e-34,3.8110693e-15,4.237272e-31
0,0,0.6694793701171875,1.0,1.8987023e-15,6.1413906e-13,2.011176e-14,3.9336024e-24
0,0,0.6680488586425781,0.9999999,1.4565089e-13,7.100803e-13,1.4297441e-07,5.378543e-25
0,0,0.667572021484375,0.9988626,2.146615e-07,2.780006e-13,0.0011372007,2.4925346e-19
0,0,0.6690025329589844,0.9999962,3.776671e-06,4.5767663e-37,5.563483e-31,0.0
2,2,0.6680488586425781,5.3537148e-17,2.5707227e-23,1.0,1.3752355e-18,7.1016734e-31
0,0,0.6680488586425781,0.99992573,7.431695e-05,7.810483e-17,2.547057e-15,1.9745435e-24
