,label,pred,exec_time_ms
0,0,1,0.5714893341064453
1,0,0,0.1659393310546875
2,0,0,0.16117095947265625
3,0,0,0.17499923706054688
4,0,0,0.17762184143066406
5,0,0,0.17333030700683594
6,0,0,0.1666545867919922
7,1,1,0.15926361083984375
8,0,0,0.1609325408935547
9,0,0,0.15997886657714844
10,0,0,0.16021728515625
11,0,0,0.16069412231445312
12,0,0,0.16045570373535156
13,0,0,0.16069412231445312
14,0,0,0.16021728515625
15,0,0,0.15974044799804688
16,0,0,0.15974044799804688
17,0,0,0.16021728515625
18,0,0,0.209808349609375
19,0,0,0.16689300537109375
20,0,0,0.1659393310546875
21,0,0,0.16117095947265625
22,0,0,0.1609325408935547
23,0,0,0.1595020294189453
24,0,0,0.16164779663085938
25,0,0,0.15997886657714844
26,0,0,0.16188621520996094
27,0,0,0.15997886657714844
28,0,0,0.16045570373535156
29,0,0,0.15926361083984375
30,0,0,0.16045570373535156
31,0,0,0.15878677368164062
32,0,0,0.16021728515625
33,0,0,0.15974044799804688
34,0,0,0.15997886657714844
35,0,0,0.16021728515625
36,0,0,0.1621246337890625
37,0,0,0.16117095947265625
38,0,0,0.15997886657714844
39,0,0,0.19884109497070312
40,0,0,0.16498565673828125
41,0,0,0.1614093780517578
42,0,0,0.1609325408935547
43,0,0,0.1595020294189453
44,0,0,0.15997886657714844
45,0,0,0.16045570373535156
46,0,0,0.15974044799804688
47,0,0,0.1595020294189453
48,0,0,0.15997886657714844
49,0,0,0.16117095947265625
50,0,0,0.1595020294189453
51,0,0,0.16379356384277344
52,0,0,0.17881393432617188
53,0,0,0.18453598022460938
54,0,0,0.18286705017089844
55,0,0,0.18167495727539062
56,0,0,0.17976760864257812
57,0,0,0.18167495727539062
58,0,0,0.23031234741210938
59,0,0,0.17976760864257812
60,0,0,0.16546249389648438
61,0,0,0.16260147094726562
62,0,0,0.1621246337890625
63,0,0,0.1633167266845703
64,0,0,0.16736984252929688
65,0,0,0.16045570373535156
66,0,0,0.16069412231445312
67,0,0,0.164031982421875
68,0,0,0.1628398895263672
69,0,0,0.16069412231445312
70,0,0,0.15974044799804688
71,0,0,0.15997886657714844
72,0,0,0.16045570373535156
73,0,0,0.16307830810546875
74,0,0,0.15974044799804688
75,0,0,0.16021728515625
76,0,0,0.16069412231445312
77,0,0,0.1614093780517578
78,0,0,0.1926422119140625
79,0,0,0.16427040100097656
80,0,0,0.1609325408935547
81,0,0,0.16117095947265625
82,0,0,0.16546249389648438
83,0,0,0.17118453979492188
84,0,0,0.1728534698486328
85,0,0,0.164031982421875
86,0,0,0.16069412231445312
87,0,0,0.16117095947265625
88,0,0,0.1609325408935547
89,0,0,0.16069412231445312
90,0,0,0.16117095947265625
91,0,0,0.16117095947265625
92,0,0,0.15997886657714844
93,0,0,0.15926361083984375
94,0,0,0.1595020294189453
95,0,0,0.16021728515625
96,0,0,0.1609325408935547
97,0,0,0.16021728515625
98,0,0,0.19121170043945312
99,0,0,0.16355514526367188
100,0,0,0.1628398895263672
101,0,0,0.16021728515625
102,0,0,0.1621246337890625
103,0,0,0.1614093780517578
104,0,0,0.1609325408935547
105,0,0,0.16021728515625
106,0,0,0.16164779663085938
107,0,0,0.16021728515625
108,0,0,0.16021728515625
109,0,0,0.16117095947265625
110,0,0,0.16021728515625
111,0,0,0.16021728515625
112,0,0,0.16045570373535156
113,0,0,0.1590251922607422
114,0,0,0.16045570373535156
115,0,0,0.15854835510253906
116,0,0,0.16307830810546875
117,0,0,0.16045570373535156
118,0,0,0.1609325408935547
119,0,0,0.1647472381591797
120,0,0,0.16164779663085938
121,0,0,0.1678466796875
122,0,0,0.16188621520996094
123,0,0,0.16069412231445312
124,0,0,0.1609325408935547
125,0,0,0.16069412231445312
126,0,0,0.16736984252929688
127,0,0,0.17261505126953125
128,0,0,0.16117095947265625
129,0,0,0.16045570373535156
130,0,0,0.15926361083984375
131,0,0,0.1621246337890625
132,0,0,0.16307830810546875
133,0,0,0.15974044799804688
134,0,0,0.1595020294189453
135,0,0,0.15926361083984375
136,0,0,0.15974044799804688
137,0,0,0.19097328186035156
138,0,0,0.1850128173828125
139,0,0,0.19288063049316406
140,0,0,0.18072128295898438
141,0,0,0.18358230590820312
142,0,0,0.17690658569335938
143,0,0,0.1857280731201172
144,0,0,0.1876354217529297
145,0,0,0.1819133758544922
146,0,0,0.18453598022460938
147,0,0,0.1780986785888672
148,0,0,0.18548965454101562
149,0,0,0.18930435180664062
150,0,0,0.1728534698486328
151,0,0,0.164031982421875
152,0,0,0.16045570373535156
153,0,0,0.1685619354248047
154,0,0,0.1609325408935547
155,0,0,0.16045570373535156
156,0,0,0.19311904907226562
157,0,0,0.16927719116210938
158,0,0,0.16188621520996094
159,0,0,0.16045570373535156
160,0,0,0.16164779663085938
161,0,0,0.15997886657714844
162,0,0,0.16069412231445312
163,0,0,0.1671314239501953
164,0,0,0.16760826110839844
165,0,0,0.16069412231445312
166,0,0,0.15974044799804688
167,0,0,0.16021728515625
168,0,0,0.15997886657714844
169,0,0,0.15878677368164062
170,0,0,0.15974044799804688
171,0,0,0.16164779663085938
172,0,0,0.18548965454101562
173,0,0,0.16546249389648438
174,0,0,0.16260147094726562
175,0,0,0.1609325408935547
176,0,0,0.16069412231445312
177,0,0,0.1621246337890625
178,0,0,0.15997886657714844
179,0,0,0.15974044799804688
180,0,0,0.1621246337890625
181,0,0,0.16164779663085938
182,0,0,0.16069412231445312
183,0,0,0.1595020294189453
184,0,0,0.1595020294189453
185,0,0,0.15974044799804688
186,0,0,0.15974044799804688
187,0,0,0.1590251922607422
188,0,0,0.15926361083984375
189,0,0,0.15926361083984375
190,0,0,0.16045570373535156
191,0,0,0.15997886657714844
192,0,0,0.1609325408935547
193,0,0,0.1595020294189453
194,0,0,0.15807151794433594
195,0,0,0.1609325408935547
196,0,0,0.1609325408935547
197,0,0,0.19478797912597656
198,0,0,0.17380714416503906
199,0,0,0.16570091247558594
200,0,0,0.16117095947265625
201,0,0,0.16021728515625
202,0,0,0.15878677368164062
203,0,0,0.16260147094726562
204,0,0,0.1590251922607422
205,0,0,0.15878677368164062
206,0,0,0.16021728515625
207,0,0,0.15974044799804688
208,0,0,0.15997886657714844
209,0,0,0.15878677368164062
210,0,0,0.15926361083984375
211,0,0,0.15878677368164062
212,0,0,0.16260147094726562
213,0,0,0.15997886657714844
214,0,0,0.16045570373535156
215,0,0,0.16021728515625
216,0,0,0.15854835510253906
217,0,0,0.16021728515625
218,0,0,0.18453598022460938
219,0,0,0.16021728515625
220,0,0,0.16021728515625
221,0,0,0.1595020294189453
222,0,0,0.16069412231445312
223,0,0,0.1609325408935547
224,0,0,0.1590251922607422
225,0,0,0.16021728515625
226,0,0,0.1595020294189453
227,0,0,0.16117095947265625
228,0,0,0.16260147094726562
229,0,0,0.16021728515625
230,1,0,0.15997886657714844
231,0,0,0.1647472381591797
232,0,0,0.16069412231445312
233,0,0,0.15974044799804688
234,0,0,0.16450881958007812
235,0,0,0.15807151794433594
236,0,0,0.1614093780517578
237,0,0,0.15974044799804688
238,0,0,0.1819133758544922
239,0,0,0.16117095947265625
240,0,0,0.1595020294189453
241,0,0,0.15997886657714844
242,0,0,0.15878677368164062
243,0,0,0.15997886657714844
244,0,0,0.16307830810546875
245,0,0,0.16021728515625
246,0,0,0.16641616821289062
247,0,0,0.16069412231445312
248,0,0,0.15974044799804688
249,0,0,0.16117095947265625
250,0,0,0.16045570373535156
251,0,0,0.1595020294189453
252,0,0,0.1609325408935547
253,0,0,0.15997886657714844
254,0,0,0.1595020294189453
255,0,0,0.15854835510253906
256,0,0,0.15974044799804688
257,0,0,0.1614093780517578
258,1,0,0.1590251922607422
259,0,0,0.17952919006347656
260,0,0,0.16069412231445312
261,0,0,0.16069412231445312
262,0,0,0.15997886657714844
263,0,0,0.15997886657714844
264,0,0,0.15974044799804688
265,0,0,0.16164779663085938
266,0,0,0.16021728515625
267,0,0,0.16021728515625
268,0,0,0.15926361083984375
269,0,0,0.1595020294189453
270,0,0,0.16021728515625
271,0,0,0.15997886657714844
272,0,0,0.15926361083984375
273,0,0,0.1590251922607422
274,0,0,0.15878677368164062
275,0,0,0.15974044799804688
276,0,0,0.16117095947265625
277,0,0,0.15997886657714844
278,0,0,0.15854835510253906
279,0,0,0.15974044799804688
280,0,0,0.16736984252929688
281,0,0,0.15926361083984375
282,0,0,0.16021728515625
283,0,0,0.16021728515625
284,0,0,0.16069412231445312
285,0,0,0.16045570373535156
286,0,0,0.16069412231445312
287,0,0,0.15926361083984375
288,0,0,0.16069412231445312
289,0,0,0.15926361083984375
290,0,0,0.15926361083984375
291,0,0,0.15926361083984375
292,0,0,0.1633167266845703
293,0,0,0.16164779663085938
294,0,0,0.1595020294189453
295,0,0,0.16069412231445312
296,0,0,0.16021728515625
297,0,0,0.16021728515625
298,0,0,0.16045570373535156
299,0,0,0.16021728515625
300,0,0,0.18072128295898438
301,0,0,0.16069412231445312
302,0,0,0.16021728515625
303,0,0,0.16021728515625
304,0,0,0.16045570373535156
305,0,0,0.16021728515625
306,0,0,0.15997886657714844
307,0,0,0.15997886657714844
308,0,0,0.16260147094726562
309,0,0,0.16021728515625
310,0,0,0.16021728515625
311,0,0,0.16069412231445312
312,0,0,0.15997886657714844
313,0,0,0.1609325408935547
314,0,0,0.15997886657714844
315,0,0,0.15997886657714844
316,0,0,0.16164779663085938
317,0,0,0.1628398895263672
318,0,0,0.1595020294189453
319,0,0,0.15997886657714844
320,0,0,0.1633167266845703
321,0,0,0.1766681671142578
322,0,0,0.16021728515625
323,0,0,0.16021728515625
324,0,0,0.1628398895263672
325,0,0,0.1595020294189453
326,0,0,0.1621246337890625
327,0,0,0.16045570373535156
328,0,0,0.16069412231445312
329,0,0,0.1621246337890625
330,0,0,0.16069412231445312
331,0,0,0.15926361083984375
332,0,0,0.15997886657714844
333,0,1,0.15878677368164062
334,0,0,0.15997886657714844
335,0,0,0.1595020294189453
