,label,pred,exec_time_ms
0,0,0,0.5178451538085938
1,0,0,0.1780986785888672
2,1,1,0.16808509826660156
3,0,0,0.16450881958007812
4,2,2,0.16117095947265625
5,2,2,0.1647472381591797
6,0,0,0.16188621520996094
7,0,0,0.1609325408935547
8,0,0,0.1628398895263672
9,0,0,0.2319812774658203
10,0,0,0.16880035400390625
11,0,0,0.16498565673828125
12,0,0,0.3161430358886719
13,0,0,0.18906593322753906
14,0,0,0.2624988555908203
15,3,3,0.17595291137695312
16,0,0,0.16641616821289062
17,0,0,0.16307830810546875
18,2,2,0.16236305236816406
19,1,1,0.16379356384277344
20,0,0,0.16498565673828125
21,0,0,0.16260147094726562
22,0,0,0.16617774963378906
23,2,2,0.164031982421875
24,0,0,0.16188621520996094
25,0,0,0.16617774963378906
26,0,0,0.16498565673828125
27,0,0,0.194549560546875
28,0,0,0.16760826110839844
29,0,0,0.16236305236816406
30,0,0,0.164031982421875
31,0,0,0.1647472381591797
32,0,0,0.17714500427246094
33,0,0,0.17571449279785156
34,0,0,0.17452239990234375
35,0,0,0.16379356384277344
36,0,0,0.16307830810546875
37,0,0,0.16188621520996094
38,0,0,0.16045570373535156
39,0,0,0.16379356384277344
40,0,0,0.1609325408935547
41,0,0,0.16379356384277344
42,2,2,0.1647472381591797
43,0,0,0.1614093780517578
44,0,0,0.16236305236816406
45,0,0,0.16379356384277344
46,0,0,0.16355514526367188
47,0,0,0.18286705017089844
48,0,0,0.16546249389648438
49,0,0,0.16069412231445312
50,0,0,0.1609325408935547
51,0,0,0.15997886657714844
52,0,0,0.1652240753173828
53,0,0,0.16689300537109375
54,0,0,0.1633167266845703
55,0,0,0.15997886657714844
56,0,0,0.1621246337890625
57,0,0,0.16045570373535156
58,0,0,0.186920166015625
59,0,0,0.16951560974121094
60,0,0,0.16689300537109375
61,0,0,0.16236305236816406
62,2,2,0.1621246337890625
63,0,0,0.1621246337890625
64,0,0,0.16188621520996094
65,0,0,0.16164779663085938
66,0,0,0.2796649932861328
67,0,0,0.1773834228515625
68,1,1,0.16307830810546875
69,0,0,0.16307830810546875
70,0,0,0.16260147094726562
71,0,0,0.16498565673828125
72,0,0,0.16117095947265625
73,0,0,0.164031982421875
74,0,0,0.16450881958007812
75,0,0,0.15974044799804688
76,0,0,0.1633167266845703
77,1,1,0.1621246337890625
78,0,0,0.16069412231445312
79,0,0,0.1583099365234375
80,0,0,0.16307830810546875
81,0,0,0.1652240753173828
82,1,1,0.164031982421875
83,0,0,0.15997886657714844
84,0,0,0.15997886657714844
85,0,0,0.16021728515625
86,0,0,0.18715858459472656
87,0,0,0.16570091247558594
88,0,0,0.1633167266845703
89,0,0,0.16379356384277344
90,0,0,0.1609325408935547
91,0,0,0.1614093780517578
92,0,0,0.2818107604980469
93,0,0,0.16927719116210938
94,0,0,0.16641616821289062
95,0,0,0.24700164794921875
96,1,1,0.16689300537109375
97,0,0,0.1671314239501953
98,0,0,0.16045570373535156
99,0,0,0.1609325408935547
100,2,2,0.16427040100097656
101,0,0,0.1621246337890625
102,0,0,0.16689300537109375
103,0,0,0.164031982421875
104,0,0,0.16188621520996094
105,0,0,0.1633167266845703
106,0,0,0.16689300537109375
107,2,2,0.1647472381591797
108,0,0,0.1621246337890625
109,0,0,0.16045570373535156
110,0,0,0.16450881958007812
111,0,0,0.16021728515625
112,0,0,0.1647472381591797
113,0,0,0.16641616821289062
114,0,0,0.16021728515625
115,0,0,0.16355514526367188
116,0,0,0.16045570373535156
117,0,0,0.1633167266845703
118,0,0,0.1652240753173828
119,0,0,0.16069412231445312
120,0,0,0.15997886657714844
121,0,0,0.1590251922607422
122,0,0,0.15878677368164062
123,0,0,0.16379356384277344
124,0,0,0.19121170043945312
125,0,0,0.16927719116210938
126,0,0,0.1666545867919922
127,0,0,0.16307830810546875
128,0,0,0.16307830810546875
129,0,0,0.16164779663085938
130,0,0,0.15997886657714844
131,0,0,0.16355514526367188
132,0,0,0.16307830810546875
133,0,0,0.16427040100097656
134,0,0,0.16117095947265625
135,0,0,0.16379356384277344
136,0,0,0.16188621520996094
137,0,0,0.16307830810546875
138,0,0,0.1628398895263672
139,0,0,0.16188621520996094
140,0,0,0.1628398895263672
141,0,0,0.15926361083984375
142,0,0,0.16164779663085938
143,0,0,0.1633167266845703
144,0,0,0.18143653869628906
145,0,0,0.1647472381591797
146,0,0,0.16427040100097656
147,1,1,0.164031982421875
148,0,0,0.16045570373535156
149,0,0,0.1614093780517578
150,0,0,0.15997886657714844
151,0,0,0.164031982421875
152,0,0,0.16570091247558594
153,0,0,0.16355514526367188
154,0,0,0.1652240753173828
155,0,0,0.16546249389648438
156,0,0,0.16307830810546875
157,0,0,0.16117095947265625
158,0,0,0.1595020294189453
159,0,0,0.1621246337890625
