,label,pred,exec_time_ms
0,0,0,0.507354736328125
1,0,0,0.20933151245117188
2,1,0,0.24843215942382812
3,0,0,0.19788742065429688
4,2,2,0.1823902130126953
5,2,2,0.16808509826660156
6,0,0,0.16307830810546875
7,0,0,0.1628398895263672
8,0,0,0.17762184143066406
9,0,0,0.1819133758544922
10,0,0,0.17905235290527344
11,0,0,0.17642974853515625
12,0,0,0.16236305236816406
13,0,0,0.16164779663085938
14,0,0,0.16188621520996094
15,3,3,0.1614093780517578
16,0,0,0.16164779663085938
17,0,0,0.16117095947265625
18,2,2,0.15974044799804688
19,1,1,0.16045570373535156
20,0,0,0.1659393310546875
21,0,0,0.2110004425048828
22,0,0,0.17905235290527344
23,2,2,0.2014636993408203
24,0,0,0.1823902130126953
25,0,2,0.17118453979492188
26,0,0,0.16307830810546875
27,0,0,0.164031982421875
28,0,0,0.17118453979492188
29,0,0,0.1647472381591797
30,0,0,0.16427040100097656
31,0,0,0.1652240753173828
32,0,0,0.1614093780517578
33,0,0,0.17499923706054688
34,0,0,0.1914501190185547
35,0,0,0.1823902130126953
36,0,0,0.19168853759765625
37,0,0,0.1895427703857422
38,0,0,0.20575523376464844
39,0,0,0.19693374633789062
40,0,0,0.18286705017089844
41,0,0,0.1704692840576172
42,2,2,0.16808509826660156
43,0,0,0.17547607421875
44,0,0,0.19311904907226562
45,0,0,0.19216537475585938
46,0,0,0.1900196075439453
47,0,0,0.1850128173828125
48,0,0,0.17213821411132812
49,0,0,0.15974044799804688
50,0,0,0.16427040100097656
51,0,0,0.1628398895263672
52,0,0,0.16260147094726562
53,0,0,0.16355514526367188
54,0,0,0.16307830810546875
55,0,0,0.16188621520996094
56,0,0,0.21529197692871094
57,0,0,0.1933574676513672
58,0,0,0.17595291137695312
59,0,0,0.17261505126953125
60,0,3,0.16832351684570312
61,0,0,0.16236305236816406
62,2,2,0.164031982421875
63,0,0,0.16021728515625
64,0,0,0.16498565673828125
65,0,0,0.164031982421875
66,0,0,0.16236305236816406
67,0,0,0.16427040100097656
68,1,0,0.16760826110839844
69,0,0,0.1862049102783203
70,0,0,0.17714500427246094
71,0,0,0.1785755157470703
72,0,0,0.18262863159179688
73,0,0,0.18835067749023438
74,0,0,0.23365020751953125
75,0,0,0.202178955078125
76,0,0,0.18906593322753906
77,1,0,0.18167495727539062
78,0,0,0.16188621520996094
79,0,0,0.1575946807861328
80,0,0,0.16188621520996094
81,0,0,0.1647472381591797
82,1,1,0.16260147094726562
83,0,0,0.15783309936523438
84,0,0,0.1583099365234375
85,0,0,0.156402587890625
86,0,0,0.15974044799804688
87,0,0,0.16570091247558594
88,0,0,0.16117095947265625
89,0,0,0.16379356384277344
90,0,0,0.1590251922607422
91,0,0,0.1571178436279297
92,0,0,0.15783309936523438
93,0,0,0.16236305236816406
94,0,0,0.17762184143066406
95,0,0,0.16164779663085938
96,1,2,0.1590251922607422
97,0,0,0.16307830810546875
98,0,0,0.15783309936523438
99,0,0,0.15878677368164062
100,2,2,0.1628398895263672
101,0,0,0.15687942504882812
102,0,0,0.17833709716796875
103,0,0,0.16546249389648438
104,0,0,0.16236305236816406
105,0,0,0.16045570373535156
106,0,0,0.1628398895263672
107,2,2,0.1628398895263672
108,0,0,0.1595020294189453
109,0,0,0.1571178436279297
110,0,0,0.16427040100097656
111,0,0,0.1583099365234375
112,0,0,0.15997886657714844
113,0,0,0.19431114196777344
114,0,0,0.16570091247558594
115,0,0,0.1671314239501953
116,0,0,0.16427040100097656
117,0,0,0.1621246337890625
118,0,0,0.16236305236816406
119,0,0,0.16069412231445312
120,0,0,0.15854835510253906
121,0,0,0.15783309936523438
122,0,0,0.15664100646972656
123,0,0,0.16021728515625
124,0,0,0.16117095947265625
125,0,0,0.1609325408935547
126,0,0,0.16307830810546875
127,0,0,0.1614093780517578
128,0,0,0.16355514526367188
129,0,0,0.16069412231445312
130,0,0,0.15783309936523438
131,0,0,0.1614093780517578
132,0,0,0.1621246337890625
133,0,0,0.1819133758544922
134,0,0,0.16427040100097656
135,0,0,0.1659393310546875
136,0,0,0.15974044799804688
137,0,0,0.1628398895263672
138,0,0,0.1628398895263672
139,0,0,0.1609325408935547
140,0,0,0.16117095947265625
141,0,0,0.15783309936523438
142,0,0,0.16045570373535156
143,0,0,0.1652240753173828
144,0,0,0.1647472381591797
145,0,0,0.15878677368164062
146,0,0,0.1659393310546875
147,1,1,0.16164779663085938
148,0,0,0.16355514526367188
149,0,0,0.17189979553222656
150,0,0,0.1621246337890625
151,0,0,0.16355514526367188
152,0,0,0.17452239990234375
153,0,0,0.19288063049316406
154,0,0,0.16880035400390625
155,0,0,0.16260147094726562
156,0,0,0.1614093780517578
157,0,0,0.15854835510253906
158,0,0,0.15687942504882812
159,0,0,0.16188621520996094
160,0,0,0.156402587890625
161,0,0,0.15783309936523438
162,0,0,0.16236305236816406
163,0,0,0.16260147094726562
164,0,0,0.1628398895263672
165,0,0,0.16117095947265625
166,0,0,0.15974044799804688
167,0,0,0.15926361083984375
168,0,0,0.16427040100097656
169,0,0,0.1571178436279297
170,0,0,0.1633167266845703
171,0,0,0.16117095947265625
172,0,0,0.15997886657714844
173,0,0,0.18453598022460938
174,2,2,0.16570091247558594
175,0,0,0.16427040100097656
176,0,0,0.1628398895263672
177,0,0,0.15974044799804688
178,0,0,0.15783309936523438
179,0,0,0.1647472381591797
180,0,0,0.1633167266845703
181,0,0,0.15854835510253906
182,2,2,0.16164779663085938
183,0,0,0.164031982421875
184,0,0,0.15997886657714844
185,0,0,0.15878677368164062
186,0,0,0.1609325408935547
187,0,0,0.1609325408935547
188,0,0,0.16021728515625
189,0,0,0.1614093780517578
190,0,0,0.15997886657714844
191,1,1,0.16450881958007812
192,0,0,0.16260147094726562
193,0,0,0.18024444580078125
194,0,0,0.1628398895263672
195,0,0,0.16021728515625
196,0,0,0.1595020294189453
197,0,0,0.16045570373535156
198,0,0,0.15997886657714844
199,2,2,0.16069412231445312
200,0,0,0.1621246337890625
201,0,0,0.1571178436279297
202,0,0,0.15974044799804688
203,0,0,0.1614093780517578
204,0,0,0.1590251922607422
205,0,0,0.16355514526367188
206,0,0,0.16236305236816406
207,0,0,0.16307830810546875
208,2,2,0.1614093780517578
209,0,0,0.1609325408935547
210,1,1,0.16188621520996094
211,0,0,0.16355514526367188
212,0,0,0.1609325408935547
213,0,0,0.15783309936523438
214,0,0,0.1690387725830078
215,0,0,0.15926361083984375
216,2,2,0.15735626220703125
217,0,0,0.16069412231445312
218,0,0,0.16307830810546875
219,0,0,0.1595020294189453
220,0,0,0.1621246337890625
221,0,0,0.16188621520996094
222,2,2,0.1609325408935547
223,2,2,0.16021728515625
224,0,0,0.16236305236816406
225,1,0,0.16450881958007812
226,0,0,0.16307830810546875
227,0,0,0.1590251922607422
228,0,0,0.1628398895263672
229,0,0,0.15974044799804688
230,0,0,0.1666545867919922
231,0,0,0.15997886657714844
232,0,0,0.1614093780517578
233,0,0,0.1621246337890625
234,3,3,0.16379356384277344
235,0,0,0.1685619354248047
236,0,0,0.15926361083984375
237,0,0,0.1614093780517578
238,1,1,0.16689300537109375
239,0,0,0.1590251922607422
240,0,0,0.164031982421875
241,0,0,0.16021728515625
242,0,0,0.1728534698486328
243,0,0,0.1811981201171875
244,1,1,0.17380714416503906
245,0,0,0.16427040100097656
246,0,0,0.15807151794433594
247,2,2,0.16069412231445312
248,2,2,0.1609325408935547
249,0,0,0.16188621520996094
250,0,0,0.15807151794433594
251,0,0,0.17452239990234375
252,0,0,0.16641616821289062
253,2,2,0.2815723419189453
254,0,0,0.1518726348876953
255,0,0,0.14662742614746094
256,0,0,0.1518726348876953
257,0,0,0.15735626220703125
258,0,0,0.16260147094726562
259,0,0,0.15997886657714844
260,0,0,0.16236305236816406
261,2,2,0.16188621520996094
262,0,0,0.16117095947265625
263,0,0,0.1595020294189453
264,1,1,0.1628398895263672
265,0,0,0.15997886657714844
266,0,0,0.16307830810546875
267,0,0,0.16355514526367188
268,3,3,0.16355514526367188
269,2,2,0.1621246337890625
270,2,2,0.1628398895263672
271,0,0,0.16427040100097656
272,0,0,0.1621246337890625
273,0,0,0.21576881408691406
274,0,0,0.16236305236816406
275,2,2,0.15854835510253906
276,0,0,0.1633167266845703
277,0,0,0.1628398895263672
278,0,0,0.1575946807861328
279,0,0,0.16117095947265625
280,0,0,0.16379356384277344
281,0,0,0.16021728515625
282,0,0,0.16069412231445312
283,0,0,0.16188621520996094
284,0,0,0.1609325408935547
285,2,2,0.16164779663085938
286,2,2,0.16069412231445312
287,0,0,0.15974044799804688
288,0,0,0.16379356384277344
289,0,0,0.16307830810546875
290,1,1,0.1652240753173828
291,0,0,0.17499923706054688
292,0,0,0.179290771484375
293,0,0,0.1811981201171875
294,0,0,0.16260147094726562
295,0,0,0.15878677368164062
296,0,0,0.1678466796875
297,0,0,0.15783309936523438
298,0,0,0.1628398895263672
299,0,0,0.16021728515625
300,0,0,0.164031982421875
301,0,0,0.15807151794433594
302,3,3,0.1633167266845703
303,2,2,0.16117095947265625
304,0,0,0.16164779663085938
305,2,2,0.16307830810546875
306,0,0,0.16164779663085938
307,0,0,0.16188621520996094
308,0,0,0.16450881958007812
309,0,0,0.16164779663085938
310,0,0,0.1628398895263672
311,0,0,0.15974044799804688
312,0,0,0.17952919006347656
313,0,0,0.16736984252929688
314,0,0,0.16236305236816406
315,0,0,0.16164779663085938
316,0,0,0.1575946807861328
317,0,0,0.16570091247558594
318,2,2,0.16427040100097656
319,0,0,0.15807151794433594
320,0,0,0.1628398895263672
321,0,0,0.16689300537109375
322,0,0,0.1633167266845703
323,0,0,0.16117095947265625
324,0,0,0.156402587890625
325,0,0,0.15878677368164062
326,0,0,0.16117095947265625
327,0,0,0.1590251922607422
328,0,0,0.15974044799804688
329,0,0,0.156402587890625
330,0,0,0.16021728515625
331,0,0,0.15687942504882812
332,0,0,0.16164779663085938
333,0,0,0.16951560974121094
334,0,0,0.16498565673828125
335,0,0,0.15997886657714844
336,0,0,0.1633167266845703
337,0,0,0.15854835510253906
338,0,0,0.1666545867919922
339,0,0,0.1595020294189453
340,0,0,0.16379356384277344
341,0,0,0.16045570373535156
342,0,0,0.16498565673828125
343,0,0,0.15687942504882812
344,2,2,0.1633167266845703
345,0,0,0.156402587890625
346,0,0,0.16069412231445312
347,0,0,0.164031982421875
348,0,0,0.16021728515625
349,0,0,0.1614093780517578
350,0,0,0.1628398895263672
351,0,0,0.15783309936523438
352,0,0,0.16260147094726562
353,0,0,0.1628398895263672
354,0,0,0.164031982421875
355,0,0,0.16236305236816406
356,0,0,0.16450881958007812
357,0,0,0.16045570373535156
358,1,0,0.16546249389648438
359,2,2,0.16188621520996094
360,0,0,0.16045570373535156
361,0,0,0.15616416931152344
362,0,0,0.1571178436279297
363,0,0,0.15616416931152344
364,0,0,0.15974044799804688
365,0,0,0.16117095947265625
366,0,0,0.1614093780517578
367,0,0,0.16021728515625
368,1,1,0.1633167266845703
369,2,2,0.16045570373535156
370,0,0,0.1628398895263672
371,0,0,0.15878677368164062
372,0,0,0.16188621520996094
373,0,0,0.17952919006347656
374,2,2,0.16307830810546875
375,0,0,0.16379356384277344
376,1,1,0.164031982421875
377,0,0,0.16188621520996094
378,0,0,0.15735626220703125
379,0,0,0.1575946807861328
380,1,1,0.16307830810546875
381,0,0,0.15997886657714844
382,0,0,0.1575946807861328
383,2,2,0.16164779663085938
384,0,0,0.16045570373535156
385,0,0,0.1595020294189453
386,0,0,0.15735626220703125
387,0,0,0.1609325408935547
388,0,0,0.16427040100097656
389,0,0,0.1621246337890625
390,0,0,0.16117095947265625
391,0,0,0.16641616821289062
392,0,0,0.16355514526367188
393,0,0,0.17833709716796875
394,0,0,0.16641616821289062
395,2,2,0.1633167266845703
396,2,2,0.15926361083984375
397,0,0,0.16188621520996094
398,0,0,0.16117095947265625
399,0,0,0.15926361083984375
400,2,2,0.16069412231445312
401,0,0,0.1621246337890625
402,0,0,0.16069412231445312
403,0,0,0.15783309936523438
404,2,2,0.1633167266845703
405,0,0,0.17261505126953125
406,0,0,0.16641616821289062
407,1,1,0.16236305236816406
